,system,day,errorcodes
73,067,2022-01-03,[26.]
74,067,2022-01-05,[26.]
75,067,2022-01-09,[26.]
76,067,2022-01-10,[26.]
77,067,2022-01-12,[26.]
78,067,2022-01-13,[26.]
79,067,2022-01-15,[26.]
80,067,2022-01-16,[26.]
81,067,2022-01-17,[26.]
82,067,2022-01-18,[26.]
83,067,2022-01-19,[26.]
84,067,2022-01-20,[26.]
85,067,2022-01-21,[26.]
86,067,2022-01-22,[26.]
87,067,2022-01-23,[26.]
88,067,2022-01-24,[26.]
89,067,2022-01-25,[26.]
90,067,2022-01-26,[26.]
91,067,2022-01-27,[26.]
92,067,2022-01-28,[26.]
93,067,2022-01-29,[26.]
94,067,2022-01-30,[26.]
95,067,2022-01-31,[26.]
96,067,2022-02-01,[26.]
97,067,2022-02-02,[26.]
98,067,2022-02-03,[26.]
99,067,2022-02-04,[26.]
100,067,2022-02-05,[26.]
101,067,2022-02-06,[26.]
102,067,2022-02-07,[26.]
103,067,2022-02-08,[26.]
0,036,2021-06-04,[27. 22.]
1,036,2021-06-07,[13.]
2,036,2021-06-08,[13.]
0,034,2014-02-25,[12.]
1,034,2014-03-05,[5. 2.]
2,034,2014-03-07,[23.]
3,034,2015-05-07,[2.]
4,034,2015-05-08,[2.]
5,034,2015-05-09,[2.]
6,034,2015-05-10,[2.]
7,034,2015-05-11,[2.]
8,034,2015-06-24,[2.]
9,034,2015-06-25,[2.]
10,034,2015-06-26,[2.]
11,034,2015-08-18,[2.]
12,034,2015-08-19,[2.]
13,034,2015-10-03,[2.]
14,034,2015-10-04,[2.]
15,034,2015-10-05,[2.]
16,034,2015-10-07,[2.]
17,034,2015-10-08,[2.]
18,034,2015-10-14,[2.]
19,034,2015-10-15,[2.]
20,034,2015-12-02,[2.]
21,034,2015-12-07,[2.]
22,034,2015-12-08,[2.]
23,034,2015-12-09,[2.]
24,034,2015-12-10,[2.]
25,034,2015-12-11,[2.]
26,034,2016-01-03,[5.]
27,034,2016-01-04,[5.]
28,034,2016-01-13,[5.]
29,034,2016-01-14,[5.]
30,034,2016-03-14,[12.]
31,034,2016-03-15,[12.]
32,034,2016-03-16,[12.]
33,034,2016-03-18,[12.]
34,034,2016-03-20,[12.]
35,034,2016-03-21,[12.]
36,034,2016-03-22,[12.]
37,034,2016-03-26,[12.]
38,034,2016-03-27,[12.]
39,034,2016-03-28,[12.]
40,034,2016-03-29,[12.]
41,034,2016-03-30,[12.]
42,034,2016-03-31,[12.]
43,034,2016-04-01,[12.]
44,034,2016-04-02,[12.]
45,034,2016-04-03,[12.]
46,034,2016-04-04,[12.]
47,034,2016-04-05,[12.]
48,034,2016-04-06,[12.]
49,034,2016-04-07,[12.]
50,034,2016-04-08,[12.]
51,034,2016-04-09,[12.]
52,034,2016-04-10,[12.]
53,034,2016-04-11,[12.]
54,034,2016-04-12,[12.]
55,034,2016-04-13,[12.  2.]
56,034,2016-04-14,[2.]
57,034,2016-04-15,[2.]
58,034,2016-04-16,[2.]
59,034,2016-04-17,[2.]
60,034,2016-04-18,[2.]
61,034,2016-04-19,[2.]
62,034,2016-04-20,[2.]
63,034,2016-04-21,[ 2. 23.]
64,034,2016-04-28,[2.]
65,034,2016-04-29,[2.]
66,034,2016-04-30,[2.]
67,034,2016-05-01,[2.]
68,034,2016-05-02,[2.]
69,034,2016-05-03,[2.]
70,034,2016-05-04,[2.]
71,034,2016-05-05,[2.]
72,034,2016-05-06,[2.]
73,034,2016-05-07,[2.]
74,034,2016-05-08,[2.]
75,034,2016-05-09,[2.]
76,034,2016-05-10,[2.]
77,034,2016-05-11,[2.]
78,034,2016-05-12,[2.]
79,034,2016-05-13,[2.]
80,034,2016-05-14,[2.]
81,034,2016-05-15,[2.]
82,034,2016-05-16,[2.]
83,034,2016-05-17,[2.]
84,034,2016-05-18,[2.]
85,034,2016-05-19,[2.]
86,034,2016-05-20,[2.]
87,034,2016-05-21,[2.]
88,034,2016-05-22,[2.]
89,034,2016-05-23,[2.]
90,034,2016-05-24,[2.]
91,034,2016-05-25,[2.]
92,034,2016-05-26,[2.]
93,034,2016-05-27,[2.]
94,034,2016-05-28,[2.]
95,034,2016-05-29,[2.]
96,034,2016-05-30,[2.]
97,034,2016-05-31,[2.]
98,034,2016-06-01,[2.]
99,034,2016-06-02,[2.]
100,034,2016-06-03,[2.]
101,034,2016-07-01,[2.]
102,034,2016-07-02,[2.]
103,034,2016-07-03,[2.]
104,034,2016-07-04,[2.]
105,034,2016-07-05,[2.]
106,034,2016-07-06,[2.]
107,034,2016-07-10,[2.]
108,034,2016-07-11,[2.]
109,034,2016-07-12,[2.]
110,034,2016-07-13,[2.]
111,034,2016-07-14,[2.]
112,034,2016-07-15,[2. 1.]
113,034,2016-07-16,[1.]
114,034,2016-07-17,[1.]
115,034,2016-07-18,[1.]
116,034,2016-07-19,[1.]
117,034,2016-07-20,[1.]
118,034,2016-07-21,[1.]
119,034,2016-07-22,[1. 7.]
120,034,2016-11-30,[2.]
121,034,2016-12-01,[2.]
122,034,2016-12-04,[2.]
123,034,2016-12-05,[2.]
124,034,2016-12-06,[2.]
125,034,2016-12-07,[2.]
126,034,2016-12-08,[2.]
127,034,2017-04-13,[2.]
128,034,2017-04-14,[2.]
129,034,2017-04-15,[2.]
130,034,2017-04-16,[2.]
131,034,2017-04-17,[2.]
132,034,2017-04-18,[2.]
133,034,2017-04-20,[2.]
134,034,2017-04-21,[2.]
135,034,2017-04-22,[2.]
136,034,2017-04-23,[2.]
137,034,2017-04-24,[2.]
138,034,2017-04-25,[2.]
139,034,2017-04-26,[2. 1.]
140,034,2017-09-17,[2.]
141,034,2017-09-18,[2.]
142,034,2017-09-19,[2.]
143,034,2017-09-20,[2.]
144,034,2017-09-21,[2.]
145,034,2017-09-24,[2.]
146,034,2017-09-25,[2.]
147,034,2017-09-26,[2.]
148,034,2017-09-27,[2.]
149,034,2017-09-28,[2. 7.]
150,034,2017-09-29,[7.]
151,034,2018-06-08,[2.]
152,034,2018-06-14,[2.]
153,034,2018-06-15,[2.]
154,034,2018-06-16,[2.]
155,034,2018-06-17,[2.]
156,034,2018-06-18,[2.]
157,034,2018-06-19,[2.]
158,034,2018-06-20,[2.]
159,034,2018-06-21,[2.]
160,034,2018-06-22,[2.]
161,034,2018-06-23,[2.]
162,034,2018-06-24,[2.]
163,034,2018-06-25,[2.]
164,034,2018-06-26,[2.]
165,034,2018-06-27,[2.]
166,034,2018-06-28,[2.]
167,034,2018-06-29,[2.]
168,034,2018-06-30,[2.]
169,034,2018-07-01,[2.]
170,034,2018-07-02,[2.]
171,034,2018-07-03,[2.]
172,034,2018-07-04,[2.]
173,034,2018-07-05,[2.]
174,034,2018-07-06,[2.]
175,034,2018-07-07,[2.]
176,034,2018-07-08,[2.]
177,034,2018-07-09,[2.]
178,034,2018-07-10,[2.]
179,034,2018-07-11,[2.]
180,034,2018-07-12,[2.]
181,034,2018-07-13,[2.]
182,034,2018-07-14,[2.]
183,034,2018-07-15,[2.]
184,034,2018-07-16,[2.]
185,034,2018-07-17,[2.]
186,034,2018-07-18,[2.]
187,034,2018-07-19,[2.]
188,034,2018-07-20,[2.]
189,034,2018-07-21,[2.]
190,034,2018-07-22,[2.]
191,034,2018-07-23,[2.]
192,034,2018-07-24,[2.]
193,034,2018-07-25,[2.]
194,034,2018-07-26,[2.]
195,034,2018-07-27,[2.]
196,034,2018-07-28,[2.]
197,034,2018-07-29,[2.]
198,034,2018-07-30,[2.]
199,034,2018-07-31,[2.]
200,034,2018-08-01,[2.]
201,034,2018-08-02,[2.]
202,034,2018-08-03,[2.]
203,034,2018-08-04,[2.]
204,034,2018-08-05,[2.]
205,034,2018-08-06,[2.]
206,034,2018-08-07,[2.]
207,034,2018-08-08,[2.]
208,034,2018-08-09,[2.]
209,034,2018-08-10,[2.]
210,034,2018-08-11,[2.]
211,034,2018-08-12,[2.]
212,034,2018-08-13,[2.]
213,034,2018-08-14,[2.]
214,034,2018-08-15,[2.]
215,034,2018-08-16,[2.]
216,034,2018-08-17,[2.]
217,034,2018-08-18,[2.]
218,034,2018-08-19,[2.]
219,034,2018-08-20,[2.]
220,034,2018-08-21,[2.]
221,034,2018-08-22,[2.]
222,034,2018-08-23,[2.]
223,034,2018-08-24,[2.]
224,034,2018-08-25,[2.]
225,034,2018-08-26,[2.]
226,034,2018-08-27,[2.]
227,034,2018-08-28,[2.]
228,034,2018-08-29,[2.]
229,034,2018-08-30,[2.]
230,034,2018-08-31,[2.]
231,034,2018-09-01,[2.]
232,034,2018-09-02,[2.]
233,034,2018-09-03,[2.]
234,034,2018-09-04,[2.]
235,034,2018-09-05,[2.]
236,034,2018-09-06,[2.]
237,034,2018-09-07,[2.]
238,034,2018-09-08,[2.]
239,034,2018-09-09,[2.]
240,034,2018-09-10,[2.]
241,034,2018-09-11,[2.]
242,034,2018-09-12,[2.]
243,034,2018-09-13,[2.]
244,034,2018-09-14,[2.]
245,034,2018-09-15,[2.]
246,034,2018-09-16,[2.]
247,034,2018-09-17,[2.]
248,034,2018-09-18,[2.]
249,034,2018-09-19,[2.]
250,034,2018-09-20,[2.]
251,034,2018-09-21,[2.]
252,034,2018-09-22,[2.]
253,034,2018-09-23,[2.]
254,034,2018-09-24,[2.]
255,034,2018-09-25,[2.]
256,034,2019-05-05,[2.]
257,034,2019-05-06,[2.]
258,034,2019-05-07,[2.]
259,034,2019-05-08,[2.]
260,034,2019-05-09,[2.]
261,034,2019-05-14,[2.]
262,034,2019-05-15,[2.]
263,034,2019-05-16,[2.]
264,034,2019-05-17,[2.]
265,034,2019-05-18,[2.]
266,034,2019-05-19,[2.]
267,034,2019-05-20,[2.]
268,034,2019-05-21,[2.]
269,034,2019-05-22,[2.]
270,034,2019-05-23,[2.]
271,034,2019-08-30,[2.]
272,034,2019-08-31,[2.]
273,034,2019-09-01,[2.]
274,034,2019-09-02,[2.]
275,034,2019-09-03,[2.]
276,034,2019-09-04,[2.]
277,034,2019-09-05,[2.]
278,034,2019-09-06,[2.]
279,034,2019-09-07,[2.]
280,034,2019-09-08,[2.]
281,034,2019-09-09,[2. 7.]
282,034,2020-07-04,[2.]
283,034,2021-10-27,[5.]
284,034,2021-10-28,[5.]
285,034,2021-11-13,[5.]
0,029,2019-10-03,[5.]
1,029,2019-10-04,[5.]
2,029,2020-04-17,[5.]
3,029,2020-04-18,[5.]
4,029,2020-09-05,[5.]
5,029,2020-09-06,[5.]
6,029,2020-10-25,[5.]
7,029,2020-10-26,[5.]
8,029,2020-11-24,[5.]
9,029,2021-02-17,[5.]
10,029,2021-02-18,[5.]
11,029,2021-12-12,[37.]
12,029,2021-12-13,[37.]
13,029,2021-12-22,[37.]
14,029,2021-12-27,[37.]
15,029,2021-12-28,[37.]
16,029,2021-12-29,[37.]
17,029,2021-12-30,[37.]
18,029,2021-12-31,[37.]
19,029,2022-01-01,[37.]
20,029,2022-01-12,[37.]
21,029,2022-01-13,[37.]
22,029,2022-01-14,[37.]
23,029,2022-01-15,[37.]
24,029,2022-01-19,[37.]
25,029,2022-01-25,[37.]
26,029,2022-02-06,[37.]
27,029,2022-02-12,[37.]
28,029,2022-02-13,[37.]
0,016,2012-01-29,[37.]
0,051,2021-07-15,[5.]
1,051,2021-07-16,[5.]
0,028,2022-03-17,[37.]
1,028,2022-03-18,[37.]
2,028,2022-03-21,[37.]
3,028,2022-03-22,[37. 26.]
4,028,2022-03-23,[37.]
